ID,Event 1,Event 2,Label
103886,The kids (listen) intently,The school (gather) in the gym,2
107073,He (hope) to catch a big fish,They (go) out on the ocean,2
104080,They finally (contact) authorities,The whole family (look) around for hours,2
101182,They (make) a lot of money,Their video (go) viral,2
107795,They (get) out of rehab,He finally (hit) rock bottom,2
103954,This only (make) the baby more fussy,The mother (try) to rock the baby,2
108826,They (hear) the school bus approaching,She (walk) to the bus stop,2
105051,They no longer (talk),Their relationship (get) bad,2
106562,He (decide) to buy some ear plugs,The sounds (keep) Ken up most nights,2
107386,The car (land) in a ditch,They (swerve) off the road,2
104153,They (shrink) a full size,The man (wash) his pants,2
108612,The state (give) Lisa her teaching certificate,She (study) very hard for four years,2
100675,I (start) to burn,I (go) to the beach today,2
100240,She (buy) some new trainers,She (decide) to change her lifestyle up,2
101432,She (try) on a pair of shoes,She (measure) her foot,2
104530,They (buy) the rolls of carpeting,He (go) to the home furnishing store,2
103137,The man (kill) the leader,The man (stop) believing the leader,2
106516,She (check) the money in her pocket,They (stop) at the flower shop,2
108707,He (put) a BandAid on his knee,He (bring) a first aid kit,2
101316,The crowd (go) wild,A ball (fly) in the stadium,2
101037,They all (watch) him,They (see) a moose,2
101875,His friends (decide) to indulge his obsession,He (eat) potato chips with every meal,2
103255,They both (back) away slowly,The bear (go) into their lunch box,2
107533,She (decide) to walk to the store,Her iron (start) sparking and smoking,2
103911,I (lose) ten bucks,We (tally) up the numbers,2
102587,She (leave) the mixture in her backyard,She (mix) together the ingredients,2
106707,He (run) up the field,He (tuck) the ball under his arm,2
107027,She (start) to flirt back,She (meet) a guy that likes her,2
101728,A floating jellyfish (sting) Sandy,She (play) in the ocean,2
108235,Crickets (chirp) in the background,They (hold) each other,2
106628,His enemy (feel) bad,His enemy (kill) him,2
102937,I (see) the sign they pointed toward,Someone (yell) at me,2
102662,The neighbor (complain) about the smell,They (raise) a kennel of puppies,2
105948,She (look) at who to adopt,She (go) to the orphanage,2
102466,He (climb) the fence,They (kick) the ball over the fence,2
101977,She (find) a place behind the bushes,They (run) around for the perfect place,2
100541,He (work) a soulless job,He (give) up his dream to sing,2
103043,They (go) together the next night,Someone told him so he (ask) her,2
103023,That (make) him sad,He (look) in the mirror,2
100748,A plumber (come) over right away,They (take) a bath,2
102912,She (improve) her grades,They (begin) studying more,2
108090,The bag of sugar (open) spilled everywhere,He (open) the cupboard,2
102674,They (turn) down the heat,They (boil) some eggs in a pot,2
104503,My friends (keep) buying me drinks,I (go) to the bar for drinks,2
104307,The couple (thank) him,The paramedics (come) in around 20 minutes,2
100960,He (book) a ticket,They (decide) to visit Cleveland,2
107662,They all (become) great friends,Her co workers (join) her,2
103722,He (end) up sleeping,He (stay) up all night,2
101212,He (come) over right away,Ellen (pay) him $ 1000,2
107346,He (instal) shelves in his closet,They (decide) to get organized,2
101579,She (decide) to finally earn her degree,Charlotte (drop) out of college,2
104492,The ants (begin) to bite her,Lanie (step) into an ant pile,2
108606,He (end) up telling her he forgot,He (forget) his girlfriend 's birthday,2
103669,The clerk (ask) me my size,I (go) to the shoe store,2
106987,Jean (drop) the tea cup,A worker (bump) into Jean,2
100842,They (jog) lightly around for twenty minutes,She (leave) her house,2
103678,The officer (catch) up to him,They (drive) hard and fast,2
108983,He (take) a vacation,He (make) very good money,2
107026,She (get) an iPad,She (find) a cheap one,2
106931,The man (gloat) about the victory,His friend (give) up the game,2
100379,They (clean) their mess,They (walk) the trail,2
108808,Sydney (hold) out her treat bag,The neighbors (open) their door,2
106093,He (decide) to play sudoku everyday,They (feel) mentally sluggish,2
104783,I (put) one on my checkbook,I (keep) misplacing my bank checkbook,2
108199,Ashley now (put) Cora on a leash,Cora (see) a squirrel,2
101389,I (get) a degree in Dietetics,I (try) very hard,2
108796,She (earn) the nickname Rudolph,She (scrape) her nose,2
108406,They (buy) a giant bucket of popcorn,The family (go) to a movie,2
107879,He (finish) fishing from the shore,They (return) to the shore,2
102118,They (head) to the mall,She (invite) her friend Carla,2
102090,He (meet) a young man,They (sell) cartoon balloons in the park,2
102701,She (get) another hit,She (get) a hit,2
107294,He (hit) the truck head on,He (see) a semi coming towards him,2
108883,They (get) impatient left,He (cook) food at home,2
105971,They (get) a drink together,The man (introduce) himself,2
104252,He (go) over several options,He (decide) to call a few friends,2
108290,They (take) an orange,She (pause) her work,2
102501,The lifeguard (hear) the noise,He (hit) the water on his back,2
105129,His superior (walk) away,His superior (salute) back,2
104415,She (go) to the fridge,Beverly (walk) to the store,2
101796,He (receive) a permanent ban,He (benefit) from hacking for a while,2
103697,She (see) a white ghostly figure walking,She (see) nothing at first,2
101849,They (bring) them inside,They (gather) the pots,2
102220,He (wait) for his friends,They (go) to the location,2
104734,They (find) the conversation entertaining,A friend (call) her on the phone,2
104525,They (end) up looking almost empty,The throw away pile (become) huge,2
102618,The hard bristles (surprise) her,She accidentally (sit) on the brush,2
106118,He (open) the door of his apartment,He (get) off work,2
100672,He (find) them fun,They (decide) to start playing video games,2
107634,She (take) him to the park,My wife (babysat) her grandnephew Matt today,2
100065,She (spend) the whole day studying,She (wake) to four inches of snow,2
104780,The coat (protect) him from the rain,The man (put) on the coat,2
104496,She (tell) all of her friends,The woman (take) a pregnancy test,2
105019,They (see) someone run away,Their house (go) on fire,2
107610,They (introduce) herself to Abby,They (see) ALice walk by,2
104753,He (go) back home with them,He (find) classic video game systems,2
105293,He (run) his way around everyone,He (start) the race in last place,2
104746,She (decide) to try on a dress,Kelley (go) to a nice store,2
104779,She (save) up her paychecks,She (get) a second part time job,2
104697,She (decide) to save up,They (decide) to earn money by babysitting,2
106806,His mom (come) running,He (scream) out for his mom,2
103927,She (ask) for extra espresso,The woman (order) a latte,2
106433,He (learn) a few chords,Jensen (buy) a new guitar,2
101292,The Judge (hammer) for silence,The defendant (scream) his innocence,2
103106,His face (light) up with delight,They (hit) a hole in one,2
100392,They (run) to the elephant exhibit,They (enter) the zoo,2
103869,He (take) his coupons,He (decide) he wanted to go there,2
106053,He (find) eggs inside,The man (clean) the fish,2
106902,He (fix) the elements,He (check) the elements,2
103628,His viewership steadily (increase),He (start) streaming video games,2
100308,They (bring) home their daughter Angela,They (travel) to Estonia,2
105331,He (try) to call for help,The man (run) out of gas,2
105787,She (turn) off the water,She (rush) to the bathroom,2
103058,He (stay) home in bed all day,They (start) sneezing and coughing,2
105471,He (decide) he had had enough,He (order) a few beers,2
107504,He (vomit) his food up,Rocky (get) sick from the tacos,2
103175,They (go) on a date,He (meet) a girl there,2
102653,He (save) the broth in the freezer,He (make) them into a vegetable broth,2
106387,They (walk) for many miles,He (arrive) at the trail,2
102675,They (rake) the leaves,The wind (blow) the leaves everywhere,2
108437,He (comply) Stella was overjoyed,She (ask) him for an autograph,2
106747,I (take) him outside that first day,I (buy) Pepper from a breeder,2
101994,Her finger (turn) green,She (start) getting a reaction,2
102163,The couple (end) up ordering pizza,The soup (turn) out awful,2
103707,I (dream) of the good times,I (go) to bed,2
100235,He (realize) he forgot his wallet,They (go) to a local Chinese restaurant,2
104167,She (drop) them into the sizzling oil,Bea (cut) up the tomatoes,2
102195,I (nod) my head,My boss (call) me into his office,2
105987,I (look) for something else to use,I (find) a big container of ribbon,2
101769,He (turn) up his pool heater,He (put) his kids to bed,2
100121,She (decide) to buy the plant,She (find) a neglected little succulent,2
105664,He (spend) two weekends building his shack,They (take) two trips,2
108902,They never (expect) to win,They (enter) a local competition,2
101194,Someone (buy) me a microwave,I always (burn) my food,2
101308,She (invite) her friends and family,They (plan) a dinner party,2
105234,The police (talk) to the owners,The dog (bark) all night,2
101649,He (decide) to just stay in bed,They (wake) up late,2
103680,She (burn) her tongue,One of the guests (ignore) the warned,2
100337,He (continue) to drive,I (try) running towards the bus,2
105006,The clients (refer) her to their friends,They (work) at a hair salon,2
103044,He (draw) the plans,An acquaintance (ask) him for a house,2
103673,She (join) up with a travel agent,They (decide) to take a Europe vacation,2
108006,I (turn) on the machine,I (read) the directions,2
101099,She (see) a side street,She (get) stuck in traffic,2
100959,The weight just (start) melting off,He (start) walking to the store daily,2
